# x,y,z
-8.764315032958984375e+01,-3.609633483886718750e+02,2.131044769287109375e+02
-8.775019836425781250e+01,-3.614599609375000000e+02,2.130269622802734375e+02
-8.787165832519531250e+01,-3.619761962890625000e+02,2.129562683105468750e+02
-8.800831604003906250e+01,-3.625124206542968750e+02,2.128915252685546875e+02
-8.816061401367187500e+01,-3.630683593750000000e+02,2.128373718261718750e+02
-8.832884216308593750e+01,-3.636436157226562500e+02,2.127967376708984375e+02
-8.851362609863281250e+01,-3.642388305664062500e+02,2.127703857421875000e+02
-8.871479034423828125e+01,-3.648533325195312500e+02,2.127608337402343750e+02
-8.893350982666015625e+01,-3.654876708984375000e+02,2.127682952880859375e+02
-8.916946411132812500e+01,-3.661413879394531250e+02,2.127962493896484375e+02
-8.942139434814453125e+01,-3.668138427734375000e+02,2.128477935791015625e+02
-8.968946838378906250e+01,-3.675052795410156250e+02,2.129246826171875000e+02
-8.997353363037109375e+01,-3.682149353027343750e+02,2.130293579101562500e+02
-9.027147674560546875e+01,-3.689400329589843750e+02,2.131631317138671875e+02
-9.058074188232421875e+01,-3.696788940429687500e+02,2.133274383544921875e+02
-9.090043640136718750e+01,-3.704305419921875000e+02,2.135245513916015625e+02
-9.122966766357421875e+01,-3.711938171386718750e+02,2.137555236816406250e+02
-9.156665802001953125e+01,-3.719682312011718750e+02,2.140187988281250000e+02
-9.190840148925781250e+01,-3.727514648437500000e+02,2.143162536621093750e+02
-9.225216674804687500e+01,-3.735404052734375000e+02,2.146485748291015625e+02
-9.259664154052734375e+01,-3.743351745605468750e+02,2.150131835937500000e+02
-9.293926239013671875e+01,-3.751343078613281250e+02,2.154101867675781250e+02
-9.327764892578125000e+01,-3.759342651367187500e+02,2.158384552001953125e+02
-9.361019134521484375e+01,-3.767346496582031250e+02,2.162949218750000000e+02
-9.393417358398437500e+01,-3.775335388183593750e+02,2.167776641845703125e+02
-9.424858856201171875e+01,-3.783300170898437500e+02,2.172862091064453125e+02
-9.455130767822265625e+01,-3.791219787597656250e+02,2.178145446777343750e+02
-9.484082794189453125e+01,-3.799098510742187500e+02,2.183624420166015625e+02
-9.511640930175781250e+01,-3.806927490234375000e+02,2.189270935058593750e+02
-9.537624359130859375e+01,-3.814687194824218750e+02,2.195041046142578125e+02
-9.561999511718750000e+01,-3.822377319335937500e+02,2.200894775390625000e+02
-9.584870910644531250e+01,-3.829999084472656250e+02,2.206804656982421875e+02
-9.606101989746093750e+01,-3.837549438476562500e+02,2.212756347656250000e+02
-9.625836944580078125e+01,-3.845021667480468750e+02,2.218697509765625000e+02
-9.643961334228515625e+01,-3.852414550781250000e+02,2.224604339599609375e+02
-9.660649871826171875e+01,-3.859736633300781250e+02,2.230449066162109375e+02
-9.675984191894531250e+01,-3.866992492675781250e+02,2.236218414306640625e+02
-9.689939880371093750e+01,-3.874187316894531250e+02,2.241894836425781250e+02
-9.702758026123046875e+01,-3.881319274902343750e+02,2.247458496093750000e+02
-9.714302062988281250e+01,-3.888393554687500000e+02,2.252884216308593750e+02
-9.724920654296875000e+01,-3.895416870117187500e+02,2.258165435791015625e+02
-9.734485626220703125e+01,-3.902396850585937500e+02,2.263290405273437500e+02
-9.743375396728515625e+01,-3.909327087402343750e+02,2.268260650634765625e+02
-9.751447296142578125e+01,-3.916221618652343750e+02,2.273068847656250000e+02
-9.759038543701171875e+01,-3.923078308105468750e+02,2.277715606689453125e+02
-9.766000366210937500e+01,-3.929909973144531250e+02,2.282191314697265625e+02
-9.772653198242187500e+01,-3.936707458496093750e+02,2.286504669189453125e+02
-9.778877258300781250e+01,-3.943482666015625000e+02,2.290650177001953125e+02
-9.784912109375000000e+01,-3.950226135253906250e+02,2.294632263183593750e+02
-9.790834045410156250e+01,-3.956938476562500000e+02,2.298453369140625000e+02
-9.796599578857421875e+01,-3.963627319335937500e+02,2.302113189697265625e+02
-9.802495574951171875e+01,-3.970278625488281250e+02,2.305624542236328125e+02
-9.808506011962890625e+01,-3.976900939941406250e+02,2.308990478515625000e+02
-9.814639282226562500e+01,-3.983500671386718750e+02,2.312213287353515625e+02
-9.821125030517578125e+01,-3.990077819824218750e+02,2.315306243896484375e+02
