# x,y,z
-1.084895172119140625e+02,-1.623629302978515625e+02,2.196432189941406250e+02
-1.086030426025390625e+02,-1.625955505371093750e+02,2.196786346435546875e+02
-1.087174453735351562e+02,-1.628236999511718750e+02,2.197130279541015625e+02
-1.088324737548828125e+02,-1.630474090576171875e+02,2.197466278076171875e+02
-1.089485321044921875e+02,-1.632665100097656250e+02,2.197794036865234375e+02
-1.090659027099609375e+02,-1.634808349609375000e+02,2.198108520507812500e+02
-1.091846008300781250e+02,-1.636905975341796875e+02,2.198411102294921875e+02
-1.093041763305664062e+02,-1.638960571289062500e+02,2.198702392578125000e+02
-1.094243927001953125e+02,-1.640973358154296875e+02,2.198982849121093750e+02
-1.095458908081054688e+02,-1.642943267822265625e+02,2.199251098632812500e+02
-1.096687240600585938e+02,-1.644869689941406250e+02,2.199505920410156250e+02
-1.097928009033203125e+02,-1.646753082275390625e+02,2.199748535156250000e+02
-1.099179611206054688e+02,-1.648593292236328125e+02,2.199980621337890625e+02
-1.100439300537109375e+02,-1.650391540527343750e+02,2.200204010009765625e+02
-1.101711196899414062e+02,-1.652150421142578125e+02,2.200416870117187500e+02
-1.102996978759765625e+02,-1.653869934082031250e+02,2.200616455078125000e+02
-1.104295043945312500e+02,-1.655549468994140625e+02,2.200801849365234375e+02
-1.105603408813476562e+02,-1.657187805175781250e+02,2.200972595214843750e+02
-1.106921463012695312e+02,-1.658783874511718750e+02,2.201130371093750000e+02
-1.108248596191406250e+02,-1.660334930419921875e+02,2.201276397705078125e+02
-1.109586334228515625e+02,-1.661841583251953125e+02,2.201408386230468750e+02
-1.110936050415039062e+02,-1.663304443359375000e+02,2.201524963378906250e+02
-1.112299270629882812e+02,-1.664727935791015625e+02,2.201632080078125000e+02
-1.113675842285156250e+02,-1.666109924316406250e+02,2.201731109619140625e+02
-1.115066680908203125e+02,-1.667447357177734375e+02,2.201821899414062500e+02
-1.116471710205078125e+02,-1.668738250732421875e+02,2.201905517578125000e+02
-1.117889480590820312e+02,-1.669980163574218750e+02,2.201983032226562500e+02
-1.119321136474609375e+02,-1.671170196533203125e+02,2.202055053710937500e+02
-1.120770568847656250e+02,-1.672306671142578125e+02,2.202121582031250000e+02
-1.122241210937500000e+02,-1.673393096923828125e+02,2.202185668945312500e+02
-1.123734664916992188e+02,-1.674429931640625000e+02,2.202247924804687500e+02
-1.125250244140625000e+02,-1.675416412353515625e+02,2.202308959960937500e+02
-1.126789474487304688e+02,-1.676350250244140625e+02,2.202369995117187500e+02
-1.128353652954101562e+02,-1.677229003906250000e+02,2.202431030273437500e+02
-1.129944992065429688e+02,-1.678049774169921875e+02,2.202492523193359375e+02
-1.131566543579101562e+02,-1.678811492919921875e+02,2.202558746337890625e+02
-1.133220214843750000e+02,-1.679518127441406250e+02,2.202636413574218750e+02
-1.134907989501953125e+02,-1.680170593261718750e+02,2.202727813720703125e+02
